Montadoras,Modelos 
,Master 2.3 dCi Grand F.Vitre16V Diesel
,Master 2.3 dCi Grand Furgão16V Diesel
,Master 2.3 dCi Std 16L Longo Diesel
,Master 2.3 dCi Std 16L Médio Diesel
,Master 2.3 dCi Std Escolar 20L MédioDies
,Master 2.3 dCi VIP 16L Longo Diesel
,Master 2.3 dCi Vitre Furgão 16V Diesel
,Master 2.5 dCi 16V 115cv 13L Diesel
,Master 2.5 dCi 16V 115cv 16L Diesel
,Master 2.5 dCi Chassi 16V 115cv Diesel
,Master 2.5 dCi Escolar 115cv 16/19L Dies
,Master 2.5 dCi Executivo 115cv 16L Dies
,Master 2.5 dCi Furg. Medio/LongoTA Dies.
,Master 2.5 dCi FurgãoTB Curto Diesel
,Master 2.5 dCi Vitré 115cv Curto Diesel
,Master 2.5 dCi Vitré 115cv Longa Diesel
,Master 2.8 DTI 114cv 16L Diesel
,Master 2.8 DTI Chassi 114cv Diesel
,Master 2.8 DTI Furgão 114cv Diesel curto
,Master 2.8 DTI Furgão Dies.Longo Alto
,Master 2.8 Furgão 85cv Diesel curto
,Megane Coupé Cabriolet Dynamique 2.0 Aut
,Megane G. Tour EXTREME 2.0 16V Aut.
,Megane G. Tour EXTREME 2.0 16V Mec.
,Megane G. Tour EXTREME Hi-Flex 1.6 Mec.
,Megane Grand Tour Dynam. Hi-Flex 1.6 16V
,Megane Grand Tour Dynamique 2.0 16V Aut.
,Megane Grand Tour Dynamique 2.0 16V Mec.
,Megane Grand Tour Expres.Hi-Flex 1.6 16V
,Megane Grand Tour Privilège 2.0 16V Aut.
,Megane Hatch RN 1.6
,Megane Hatch RT 1.6/RT/Alizé/Exp 1.6 16V
,Megane Hatch RXE 2.0
,Megane Hatch RXE/Egeus 1.6 16V
,Megane Sed. Expression 2.0 16V Aut.
,Megane Sed. Expression 2.0 16V Mec.
,Megane Sed. EXTREME 2.0 16V Aut.
,Megane Sed. EXTREME 2.0 16V Mec.
,Megane Sed. EXTREME HI-Flex 1.6 16V Mec.
,Megane Sedan Dynamique 2.0 16V Aut.
,Megane Sedan Dynamique 2.0 16V Mec.
,Megane Sedan Dynamique Hi-Flex 1.6 16V
,Megane Sedan Expression Hi-Flex 1.6 16V
,Megane Sedan Privilège 2.0 16V Aut
,Megane Sedan RT 2.0
,Megane Sedan RT/Alizé 1.6 16V
,Megane Sedan RXE/ Privilège 2.0 16V Mec
,Megane Sedan RXE/Egeus 2.0
,Safrane RXE
,SANDERO Auth. Plus Hi-Power 1.0 16V 5p
,SANDERO Auth. S.Especial Flex 1.0 12V 5p
,SANDERO Authentique Hi-Flex 1.0 16V 5p
,SANDERO Authentique Hi-Flex 1.6 8V 5p
,SANDERO Authentique Hi-Power 1.0 16V 5p
,SANDERO Dyna. EasyR Hi-Flex 1.6 8V
,SANDERO Dynamique Easy R Flex 1.6 16V 5p
,SANDERO Dynamique Flex 1.6 16V 5p
,SANDERO Dynamique Hi-Power 1.6 8V 5p
,SANDERO Exp. S.Especial Flex 1.0 12V 5p
,SANDERO Expres EasyR Hi-Flex 1.6 8V
,SANDERO Expres. Easy R Flex 1.6 16V 5p
,SANDERO Expres. P.Avant. Hi.P. 1.6 8V 5p
,SANDERO Expression Flex 1.6 16V 5p
,SANDERO Expression Hi-Flex 1.0 16V 5p
,SANDERO Expression Hi-Flex 1.6 8V 5p
,SANDERO Expression Hi-Power 1.0 16V 5p
,SANDERO Expression Hi-Power 1.6 8V 5p
,SANDERO GT line Flex 1.6 16V 5p
,SANDERO GT line Hi-Flex 1.6 16V 4p
,SANDERO GT line Hi-Flex 1.6 8V 5p
,SANDERO GT line Hi-Power 1.6 8V 5p
,SANDERO NOKIA Hi-Flex 1.6 16V 5p
,SANDERO Privilège Hi-Flex 1.6 16V 5p
,SANDERO Privilège Hi-Flex 1.6 16V 5p Aut
,SANDERO Privilège Hi-Flex 1.6 8V 5p
,SANDERO SPORT RS 2.0 Hi-Power 16V 5p
,SANDERO STEP. Easy R H-Power 1.6 8V
,SANDERO STEP. Easy R R.CURL H.P. 1.6 5p
,SANDERO STEP. R. CURL Hi-Power 1.6 8V 5p
,SANDERO STEPWAY Easy R Flex 1.6 16V 5p
,SANDERO STEPWAY Flex 1.6 16V 5p
,SANDERO STEPWAY Hi-F. R. CURL 1.6 16V 5p
,SANDERO STEPWAY Hi-Flex 1.6 16V 5p
,SANDERO STEPWAY Hi-Flex 1.6 16V 5p Aut.
,SANDERO STEPWAY Hi-Power 1.6 8V 5p
,SANDERO STEPWAY Tweed HFlex 1.6 16V Aut
,SANDERO STEPWAY Tweed HFlex 1.6 8V 5p
,SANDERO TechRun Hi-Flex 1.0 16V 5p
,SANDERO vibe Flex 1.0 12V 5p
,SANDERO vibe Hi-Flex 1.6 8V 5p
,Scénic Alizé/ Expression 1.6 16V Mec.
,Scénic Alizé/ Expression 2.0 16V 5p
,Scénic Expression 1.6 16V Aut.
,Scénic Grand Dynamique 2.0 16V 5p Aut.
,Scénic Hi-Flex/Express. Hi-Flex 1.6 16V
,Scénic Privilège Hi-Flex 1.6 16V
,Scénic Privillège 1.6 16V Aut.
,Scénic Privillège 2.0 Plus 16V 5p Aut
,Scénic RT 2.0
,Scénic RT 2.0 16V 5p Aut.
,Scénic RT 2.0 16V 5p Mec.
,Scénic RT/Auth/Auth/Kids Hi-Flex 1.6 16V
,Scénic RXE 2.0 8V
,Scénic RXE Egeus 2.0
,Scénic RXE/ Privilège 1.6 16V Mec.
,Scénic RXE/ Privilège 2.0 16V 5p Aut.
,Scénic RXE/ Privilège 2.0 16V 5p Mec.
,Scénic SPORTWAY Hi-Flex 1.6 16V 5p
,SYMBOL CONNECTION Hi-Flex 1.6 8V 4p
,SYMBOL Expression Hi-Flex 1.6 16V 4p
,SYMBOL Expression Hi-Flex 1.6 8V 4p
,SYMBOL Privilège Hi-Flex 1.6 16V 4p
,Trafic Furgão 2.0 98cv
,Trafic Furgão Chassi Curto 2.2
,Trafic Furgão Chassi Longo 2.2
,Trafic Van 2.2
,Twingo 1.0 8V
,Twingo 1.2
,Twingo Easy 1.2
,Twingo Initiale 1.0 16V 70cv
,Twingo Pack 1.0 16V 70cv
,Twingo Pack 1.0 8V
Rolls-Royce,Ghost 6.6 V12 Aut.
,Ghost ll 6.6 V12 Aut.
,Phantom 6.7 V12 Aut.
,Wraith 6.6 V12 Aut.
Rover,Mini Cooper 1.3
Saab,9000 CD 2.3 Turbo
Saturn,SL-2 1.9
Seat,Cordoba 1.6L
,Cordoba SXE 1.8 / GLX 1.8 4p
,Cordoba Vario 1.6L
,Ibiza 1.0 16v 4p
,Ibiza 1.0i 8v
,Ibiza 1.6L
,Ibiza SXE / GLX 1.8
,Inca 1.6L
SHINERAY,SY1020 T 20 TRUCKS BAU
,SY1020 T 22 TRUCKS CD
,SY1020 T20 TRUCKS
,SY6370 A7 PVAN
,SY6390 A9 CARGOV
,SY6390 A9 PVANS
,X30 VAN 1.3 16V Mec.
Smart,fortwo BRABUS cabrio 1.0 72kw
,fortwo BRABUS coupé 1.0 72kw
,fortwo coupé/Brasil.Edition 1.0 mhd 71cv
,fortwo passion cabrio 1.0 62kw/Tritop
,fortwo passion coupé 1.0 62kw
SSANGYONG,ACTYON 2.0 16V 141cv Diesel
,ACTYON 2.3 16V 150cv Aut.
,ACTYON SPORTS 2.0 16V 141cv Diesel
,ACTYON SPORTS 2.0 16V 155cv Diesel
,Chairman 3.2 V6 220cv Aut.
,Istana 2.9 95cv TB Diesel Int. 16Lug.
,Korando 2.0 16V T.Diesel AWD Aut.
,Korando 2.0 16V T.Diesel AWD Mec.
,Korando Canvas 2.9 TB Diesel Int. Aut
,Korando Canvas 2.9 TB Diesel Int. Mec
,Korando GL 2.9 TB Diesel Int. 120cv
,Korando GLX 2.9 TB Diesel Int. 120cv Aut
,Korando GLX 2.9 TB Diesel Int. 120cv Mec
,Kyron 2.0 16V 141cv TDI Diesel Aut.
,Kyron 2.7 20V 165cv TDI Dies. Aut.
,Musso DX 2.9 Diesel
,Musso GL 2.9 TB Diesel Int. 120cv
,Musso GLS 2.9 TB Diesel Int. 120cv Aut
,Musso GLS 3.2 V6 220cv 4x4 Aut.
,Musso GLX 2.9 TB Diesel Int. 120cv Aut
,Musso GLX 2.9 TB Diesel Int. 120cv Mec
,Musso Pick-Up GLX 2.9 4x4 CD TB Int.Dies
,Musso Pick-Up LX 2.9 4x4 CD TB Int.Dies.
,Musso SX 2.9 Diesel
,Rexton II 2.7 20V 165/186cv TDI Dies.Aut
,Rexton II 3.2 V6 24V 220cv Aut.
,Rexton RX 270 2.7 165cv Xdi Diesel Aut.
,Rexton RX 290 2.9 120cv TB Int. Dies.Aut
,Rexton RX 290 2.9 120cv TB Int. Dies.Mec
,Rexton RX 320 3.2 V6 235cv Aut.
,Rexton W 2.7 20V XDI Diesel Aut.
Subaru,Forester 2.0 16v 4x4 Turbo Aut.
,Forester 2.0 4x4 Mec.
,Forester 2.0 4x4 Turbo
,Forester 2.0/2.0 S 4x4 Aut.
,Forester XT 2.0 16V 4x4 Turbo Aut.
,Forester XT 2.5 16V 4x4 Turbo Aut.
,Forester XT S-EDITION 2.5 16V 4x4 TB Aut
,Impreza 1.5 16V 115cv Aut.
,Impreza 1.5 16V 115cv Mec.
,Impreza 2.0 16V 160cv Aut.
,Impreza 2.0 16V 160cv Mec.
,Impreza GL 1.6/1.8 16V
,Impreza GL 2.0 4x2 Aut.
,Impreza GL 2.0 4x2 Mec.
,Impreza GL 2.0 4x4 Aut.
,Impreza GL 2.0 4x4 Mec.
,Impreza GL 4x4 1.8 16V
,Impreza GL 4x4 2.0 16V
,Impreza GT 2.0 Turbo
,Impreza SD 2.0 16V 160cv Aut.
,Impreza SD 2.0/2.0i-S AWD Aut.
,Impreza SD GX 2.0 16v 4x4 4p Aut.
,Impreza SD RX 2.0 4x4
,Impreza SD WRX 2.0 16v 4x4
,Impreza SD WRX 2.0 16V TB 4x4 Aut.
,Impreza SD WRX 2.5 16V TB 4x4 4p
,Impreza SD WRX STI 2.5 16V TB 4x4
,Impreza SW GL 1.6/1.8/2.0 4x4 16V
,Impreza SW GT 2.0 16v 4x4 Turbo Mec.
,Impreza SW GX 2.0 16v 4x4 Aut.
,Impreza SW WRX 2.0 16v 4x4 TB
,Impreza SW WRX 2.5 16V TB 4x4 5p
,Impreza WRX 2.5 16V TB 4x4 5p
,Impreza WRX STI 2.5 16V TB 4x4
,Impreza XV 2.0 16V 160cv Aut.
,Impreza XV 2.0 16V 160cv Mec.
,Legacy 2.0 16V 160cv Aut.
,Legacy 3.0 R H6 245cv Aut.
,Legacy 3.6 4x4 256cv Aut.
,Legacy GL 1.8
,Legacy GL 2.0/ GLS Mec
,Legacy GL TW 2.0 4x2 Mec./Aut.
,Legacy GL TW 2.0 4x4 Aut.
,Legacy GL TW 2.0 4x4 Mec.
,Legacy GL/ GLS 2.0 Aut.
,Legacy GT 2.5 16V 280cv Aut.
,Legacy GX 2.2 4x4
,Legacy GX 2.5 4x4 Aut.
,Legacy GX 2.5 4x4 Mec.
,Legacy GX TW 2.2 4x4 Aut.
,Legacy GX TW 2.2 4x4 Mec.
,Legacy GX TW 2.5 4x4 Aut.
,Legacy GX TW 2.5 4x4 Mec
,Legacy SW 2.2
,Outback 2.5 4x4 Aut.
,Outback 2.5 4x4 Mec.
,Outback 3.0 H6 SW 245cv Aut.
,Outback 3.6 H6 SW Aut.
,SVX Cupê 3.3 4x4 Aut
,TRIBECA 3.6 24V 270cv 5p Aut.
,Vivio SD GLI 3p Mec
,XV 2.0 16V 4x4 150cv Aut.
Suzuki,Baleno 1.6 16V Aut.
,Baleno 1.6 16V Mec.
,Baleno Wagon 1.6 16V Aut.
,Grand Vitara 1.6 16V Aut.
,Grand Vitara 1.6 16V Mec.
,Grand Vitara 2.0 16V 3p
,Grand Vitara 2.0 16V 4x2/4x4 5p Aut.
,Grand Vitara 2.0 16V 4x2/4x4 5p Mec.
,Grand Vitara 2.0 16V 5p/ Gold Aut( Arg.)
,Grand Vitara 2.0 16V 5p/ Gold Mec( Arg.)
,Grand Vitara 2.0 16V Ed. Special 5p Aut.
,Grand Vitara 2.0 16V Ed. Special 5p Mec.
,Grand Vitara 2.0 TB-IC Diesel 4p
,Grand Vitara 2.5 V6 5p Aut.
,Grand Vitara 2.5 V6 5p Mec.
,Grand Vitara 3.2 24V 4WD 5p Aut.
,Grand Vitara 4SPORT 2.0 16V 4x2 5P Aut.
,Grand Vitara 4SPORT 2.0 16V 4x4 5p Aut.
,Grand Vitara 4SPORT 2.0 16V 4x4 5p Mec.
,Grand Vitara L.EDI. 2.0 16V 4x2/4x4 Aut.
,Grand Vitara S. EDITI. 2.0 16V 4x2 Aut.
,Grand Vitara Sport 2.0 16V Aut.
,Grand Vitara Sport 2.0 16V Mec.
,Grand Vitara XL_7 2.7 24V 173cv 4p Aut.
,Grand Vitara XL_7 2.7 24V 173cv 4p Mec.
,Ignis 1.3 16V 82cv 4p Aut.
,Ignis 1.3 16V 82cv 4p Mec.
,Ignis WRS 1.3 16V 82cv 4x4 4p
,Jimny 4S 1.3 16V
,Jimny 4SPORT/ 4WORK 1.3 16V
,Jimny 4STREET 1.3 16V
,Jimny 4SUN 1.3 16V
,Jimny 4WORK OFF ROAD 1.3 16V
,Jimny CANVAS 4ALL 1.3 16V
,Jimny CANVAS 4SPORT 1.3 16V
,Jimny Wide/ Jimny/4ALL 1.3 16V
,S-CROSS 4STYLE 1.4 TB 16V Aut.
,S-CROSS 4STYLE ALLGRIP 1.4 TB 16V Aut.
,S-CROSS 4YOU 1.6 16V Aut.
,Samurai JX Canvas 1.3
,Samurai JX Metal 1.3
,Sidekick Canvas
,Sidekick Metal
,Super Carry Van/ Furgão 1.0
,Swift GL
,Swift GTi 1.3 3p
,Swift GTI Convers. 16V
,Swift Hatch 1.0 3p e 5p
,Swift Hatch/ Sedan 1.3
,Swift Sedan 1.6 16V
,Swift Sport 1.6 16V 5p Mec.
,Swift Sport R 1.6 16V 5p Mec.
,SX4 2.0 16V 145cv 4WD 5p Aut.
,SX4 2.0 16V 145cv 4WD 5p Mec.
,SX4 S-CROSS ALLGRIP GLS 1.6 16V Aut.
,SX4 S-CROSS ALLGRIP GLX 1.6 16V Aut.
,SX4 S-CROSS GL 1.6 16V Mec.
,SX4 S-CROSS GLX 1.6 16V Aut.
,Vitara 4ALL 1.6 16V Aut.
,Vitara 4ALL 1.6 16V Mec.
,Vitara 4SPORT 1.4 TB 16V Aut.
,Vitara 4SPORT ALLGRIP 1.4 TB 16V Aut.
,Vitara 4YOU 1.6 16V Aut.
,Vitara 4YOU ALLGRIP 1.6 16V Aut.
,Vitara JLX 1.6 16V 4x4 4p Aut.
,Vitara JLX 1.6 16V 4x4 4p Mec.
,Vitara JLX 2.0 V6 4x4
,Vitara JLX Canvas 1.6 8V 2p
,Vitara JLX Metal 1.6 8V 2p
,Wagon R+ 1.0 Mec.
TAC,Stark 2.3 4WD 127cv TDI Diesel 3p
TOYOTA,Avalon XLS 3.0
,Band. Jipe 4x4 Sport 3.7 Diesel
,Band.Jipe Cap.de Aço Chas. Curto Diesel
,Band.Jipe Cap.de Aço Chas. Longo Diesel
,Band.Jipe Capota de Lona Diesel
,Band.Picape CD 2p Chassi Longo Diesel
,Band.Picape CD 4p Chassi Longo Diesel
,Band.Picape Chassi Curto Diesel
,Band.Picape Chassi Longo Diesel
,Camry LE
,Camry SW LE 2.2 16V
,Camry SW XLE 3.0 24V
,Camry XLE 3.0 24V 186cv
,Camry XLE 3.5 24V Aut.
,Celica GT 2.2 16V
,Celica ST 1.8
,Corolla ALTIS 2.0 Flex 16V Aut.
,Corolla DX/ SW DX 1.6 16V
,Corolla Dynamic 2.0 Flex 16V Aut.
,Corolla Fielder SW 1.8/1.8 XEi Flex Aut.
,Corolla Fielder SW 1.8/1.8 XEi Flex Mec
,Corolla Fielder SW S 1.8 16V 136cv Aut
,Corolla Fielder SW S 1.8 16V 136cv Mec
,Corolla Fielder SW SE-G 1.8 Flex 16V Aut
,Corolla GLi 1.6 16V
,Corolla GLi 1.8 Flex 16V Aut.
,Corolla GLi 1.8 Flex 16V Mec.
,Corolla GLi Upper 1.8 Flex 16V Aut.
,Corolla GLi Upper Black P. 1.8 Flex Aut.
,Corolla LE 1.8
,Corolla LE 2.2 16V
,Corolla S 1.8 16V 136cv Aut
,Corolla S 1.8 16V 136cv Mec
,Corolla SE-G 1.8 16V Mec.
,Corolla SE-G 1.8/1.8 Flex 16V Aut.
,Corolla SW LE 1.8/ XLi 1.6 16V
,Corolla WG
,Corolla XEi 1.8/1.8 Flex 16V Aut.
,Corolla XEi 1.8/1.8 Flex 16V Mec.
,Corolla XEi 2.0 Flex 16V Aut.
,Corolla XLi 1.6 16V 110cv Aut.
,Corolla XLi 1.6 16V 110cv Mec.
,Corolla XLi 1.8/1.8 Flex 16V Aut.
,Corolla XLi 1.8/1.8 Flex 16V Mec.
,Corolla XRS 2.0 Flex 16V Aut.
,Corona Aut.
,Corona GLi Mec
,Corona Mec.
,ETIOS 1.3 Flex 16V 5p Mec.
,ETIOS CROSS 1.5 Flex 16V 5p Aut.
,ETIOS CROSS 1.5 Flex 16V 5p Mec.
,ETIOS PLATINUM 1.5 Flex 16V 4p Aut.
,ETIOS PLATINUM 1.5 Flex 16V 5p Mec.
,ETIOS PLATINUM Sed. 1.5 Flex 16V 4p Aut.
,ETIOS PLATINUM Sed. 1.5 Flex 16V 4p Mec.
,ETIOS READY! 1.5 Flex 16V 5p Aut.
,ETIOS X 1.3 Flex 16V 5p Mec.
,ETIOS X 1.3 Flex 16V 5p Aut.
,ETIOS X Sedan 1.5 Flex 16V 4p Aut.
,ETIOS X Sedan 1.5 Flex 16V 4p Mec.
,ETIOS XLS 1.5 Flex 16V 5p Mec.
,ETIOS XLS 1.5 Flex 5p Aut.
,ETIOS XLS Sedan 1.5 Flex 16V 4p Aut.
,ETIOS XLS Sedan 1.5 Flex 16V 4p Mec.
,ETIOS XS 1.3 Flex 16V 5p Mec.
,ETIOS XS 1.5 Flex 16V 5p Aut.
,ETIOS XS 1.5 Flex 16V 5p Mec.
,ETIOS XS Sedan 1.5 Flex 16V 4p Aut.
,ETIOS XS Sedan1.5 Flex 16V 4p Mec.
,Hilux 4x2 2.4 Diesel
,Hilux 4x2 2.8 Diesel
,Hilux CD 4x2 2.4 Diesel
,Hilux CD 4x4 2.7 16V Flex Mec.
,Hilux CD 4x4 2.8 Diesel Mec.
,Hilux CD D4-D 4x2 2.5 16V 102cv TB Dies.
,Hilux CD D4-D 4x4 2.5 16V 102cv TB Dies.
,Hilux CD D4-D 4x4 3.0 TDI Dies. Mec.
,Hilux CD DLX 4x2 2.8 Diesel
,Hilux CD DLX 4x4 2.8 Diesel
,Hilux CD DX 4x2 2.7 16V 142cv
,Hilux CD DX 4x2 3.0 8V 90cv Diesel
,Hilux CD DX 4x4 3.0 8V 90cv Diesel
,Hilux CD Limited 4x4 3.0 TDI Diesel Aut.
,Hilux CD SR 4x2 2.7 16V Mec.
,Hilux CD SR 4x2 2.7 16V/2.7 Flex Aut.
,Hilux CD SR 4x4 2.8 TDI Diesel Aut.
,Hilux CD SR 4x4 3.0 8V 116cv TB Diesel
,Hilux CD SR 4x4 3.0 8V 90cv Diesel
,Hilux CD SR D4-D 4x2 3.0 163cv TDI Dies.
,Hilux CD SR D4-D 4x4 3.0 TDI Dies.
,Hilux CD SR D4-D 4x4 3.0 TDI Dies Aut.
,Hilux CD SR5 4x4 2.8 Diesel
,Hilux CD SRV 4x2 2.7 16V 142cv
,Hilux CD SRV 4x2 2.7 Flex 16V Aut.
,Hilux CD SRV 4x2 3.0 8V 90cv Diesel
,Hilux CD SRV 4x4 2.7 Flex 16V Aut.
,Hilux CD SRV 4x4 2.8 TDI Diesel Aut.
,Hilux CD SRV 4x4 3.0 8V 116cv TB Diesel
,Hilux CD SRV D4-D 4x2 3.0 163cv TDI Dies
,Hilux CD SRV D4-D 4x4 3.0 TDI Dies
,Hilux CD SRV D4-D 4x4 3.0 TDI Diesel Aut
,Hilux CD SRX 4x4 2.8 TDI 16V Diesel Aut.
,Hilux Chassi 4x4 2.8 TDI Diesel Mec.
,Hilux Chassi D4-D 4x4 2.5 102cv TB Dies.
,Hilux Chassi D4-D 4x4 3.0 TDI Dies. Mec.
,Hilux CS 4x4 2.4 Diesel
,Hilux CS 4x4 2.8 TDI Diesel Mec.
,Hilux CS D4-D 4x2 2.5 16V 102cv TB Dies.
,Hilux CS D4-D 4x4 2.5 16V 102cv TB Dies.
,Hilux CS D4-D 4x4 3.0 TDI Dies. Mec.
,Hilux CS DLX 4x2 2.8 Diesel
,Hilux CS DLX 4x4 2.8 Diesel
,Hilux CS DX 4x2 2.7 16V 142cv
,Hilux CS DX 4x2 3.0 8V 90cv Diesel
,Hilux CS DX 4x4 3.0 8V 90cv Diesel
,Hilux CS SR5 4x4 2.8 Diesel
,Hilux CS SRV 4x2 2.7 16V 142cv
,Hilux SW4 2.7 16V
,Hilux SW4 3.4 V6
,Hilux SW4 4x4 2.4 8V
,Hilux SW4 4x4 2.8 Diesel
,Hilux SW4 4x4 3.0 12V V6
,Hilux SW4 4x4 3.0 24V V6
,Hilux SW4 4x4 3.0 8V TB Diesel
,Hilux SW4 SR 4x2 2.7/ 2.7 Flex 16V Aut.
,Hilux SW4 SR 4x2 2.7/2.7 Flex 16V Mec.
,Hilux SW4 SR D4-D 4x4 3.0 TDI Dies. Aut
,Hilux SW4 SRV 4x4 4.0 V6 24V Aut.
,Hilux SW4 SRV D4-D 4x4 3.0 TDI Dies. Aut
,Hilux SW4 SRV D4-D 4x4 3.0 TDI Dies. Mec
,Hilux SW4 SRX 4x4 2.8 TDI 16V Dies. Aut.
,Hilux SW4 SRX 4x4 4.0 V6 24V Aut.
,Land Cruiser 4WD 4.5 24V
,Land Cruiser Prado 3.0 4x4 TB Diesel Aut
,Land Cruiser Prado 3.0 4x4 TB Diesel Mec
,MR-2 Turbo 2.0
,Paseo
,Previa LE 2.4 16V
,Previa LX 2.5
,PRIUS HYBRID 1.8 16V 5p Aut.
,RAV4 2.0 4x2 16V Aut.
,RAV4 2.0 4x4 16V Aut.
,RAV4 2.0 4x4 16V Mec.
,RAV4 2.0 HIGH 4x2 16V Aut.
,RAV4 2.0 TOP 4x2 16V Aut.
,RAV4 2.4 4x2 16V 170cv Aut.
,RAV4 2.4 4x4 16V 170cv Aut.
,RAV4 2.5 4x4 16V Aut.
,Supra
,T-100 3.4 V6
Troller,PANTANAL 3.0 TDI Elet. 4x2 CS Diesel
,PANTANAL 3.0 TDI Elet. 4x4 CS Diesel
,RF Esport 4x4 2.0
,RF Esport T-4 4x4 2.0 Cap. Lona
,RF Esport T-4 4x4 2.0 Cap. Rígida
,T-4 4x4 2.8 TB Int. Cap. Lona Diesel
,T-4 4x4 2.8 TB Int. Cap. Rígida Diesel
,T-4 4x4 3.0 TB Int. Cap. Lona Diesel
,T-4 4x4 3.0 TB Int. Cap. Rígida Diesel
,T-4 4x4 3.2 20V Tdi Cap. Rígida Diesel
,T-4 4x4 3.2 TGV tdi Cap. Rígida Diesel
,T-4 BOLD 4x4 3.2 Tdi Cap. Rígida Diesel
,T-4 DESERT STORM 4x4 3.0 TB Int Diesel
Volvo,440 Turbo 1.8
,460 GLT 2.0/ Turbo 1.8
,850 GLE 2.5 20V
,850 GLE SW 20V
,850 GLT 2.5 20V
,850 GLT SW 2.5 20V
,850 R SW 2.3 Turbo
,850 Sedan
,850 T-5 SW 2.5 BI-Turbo/ 2.3 Turbo
,850 TURBO 20V/ R Turbo 2.3
,940 Turbo/ SW Turbo 3.0
,960 Sedan
,C30 2.0 145cv
,C30 2.4 170cv Aut
,C30 T-5 2.5 220/ 230cv Aut.
,C30 T-5 2.5 230cv Mec.
,C30 T-5 R-DESIGN 2.5 230cv Aut.
,C70 Cabriolet
,C70 Cupê
,S40 1.8 Aut
,S40 1.8 Mec.
,S40 2.0 Aut.
,S40 2.0 Mec.
,S40 2.0 T
,S40 2.4 140cv Aut.
,S40 2.4 170cv Aut.
,S40 T 2.0 Turbo Aut.
,S40 T-4
,S40 T-4 ARM Aut.
,S40 T-4 ARM Mec.
,S40 T-5 2.5 220/230cv Aut.
,S60 R 2.5 300cv Aut.
,S60 R 2.5 300cv Mec.
,S60 T 2.0 4p
,S60 T 2.4/ 2.5
,S60 T-4 1.6 180cv 4p
,S60 T-4 KINETIC 2.0 190cv 4p
,S60 T-4 MOMENTUM 2.0 190cv 4p
,S60 T-5 2.0 240cv 4p
,S60 T-5 2.3
,S60 T-5 KINETIC 2.0 245cv 4p
,S60 T-5 MOMENTUM 2.0 245cv 4p
,S60 T-5 R-DESIGN 2.0 240cv 4p
,S60 T-6 3.0 304cv AWD 4p
,S60 T-6 R-DESIGN 2.0 306cv FWD 4p
,S60 T-6 R-DESIGN 3.0 AWD 4p
,S70 2.5
,S70 2.5 Aut.
,S70 R
,S70 R Aut.
,S70 T-5 2.3
,S80 2.9
,S80 2.9 ARM
,S80 3.2 238cv Aut.
,S80 4.4 V8 315cv AWD Aut.
,S80 T-6 Executive 2.8
,S80 T-6 Executive ARM 2.8 24v
,S80 T6 2.8 BI-Turbo
,S80 T6 2.8 BI-Turbo ARM
,V40 1.8 Aut
,V40 1.8 Mec.
,V40 2.0
,V40 2.0 Aut.
,V40 2.0 Turbo
,V40 T-3 KINETIC 1.5 Aut.
,V40 T-4
,V40 T-4 ARM Aut.
,V40 T-4 Aut./Mec.
,V40 T-4 Cross Country 2.0 FWD Aut.
,V40 T-4 KINETIC 2.0 Aut.
,V40 T-4 MOMENTUM 2.0 Aut.
,V40 T-5 Cross Country 2.0 Awd Aut.
,V40 T-5 R-DESIGN 2.0 Aut.
,V50 2.4 20V 140cv Aut.
,V50 2.4 20V 170cv Aut.
,V50 T-5 2.5 220cv Aut.
,V60 T-4 KINETIC 2.0 190cv 5p
,V60 T-4 MOMENTUM 2.0 190cv 5p
,V60 T-5 KINETIC 2.0 245cv 5p
,V60 T-5 MOMENTUM 2.0 245cv 5p
,V60 T-5 R-DESING 2.0 5p
,V60 T-6 R-DESIGN 2.0 FWD 4p
,V60 T-6 R-DESIGN 3.0 AWD 4p
,V70 2.5
,V70 Cross Country 2.4
,V70 R 2.5 300cv AWD Aut.
,V70 R 2.5 300cv AWD Mec.
,V70 T 2.0 20v 180cv 4p Aut.
,V70 T 2.4
,V70 T 2.4/ 2.5 Premium
,V70 T5 2.3
,V70 XC/ XC 70
,XC 60 2.0 T5 5p
,XC 60 3.0 AWD 5p
,XC 60 D-5 KINETIC 2.4 AWD Diesel 5p
,XC 60 D-5 MOMENTUM 2.4 AWD Diesel 5p
,XC 60 R-DESIGN 3.0 304cv AWD 5p
,XC 60 T-5 INSCRIPTION 2.0 245 cv FWD 5p
,XC 60 T-5 KINETIC 2.0 245cv FWD 5p
,XC 60 T-5 MOMENTUM 2.0 245cv FWD 5p
,XC 60 T-5 R-DESIGN 2.0 FWD 5p
,XC 60 T-6 R-DESIGN 2.0 306cv FWD 5p
,XC 60 T-6 INCRIPTION 2.0 FWD 5p
,XC 90 2.5T 210cv AWD 5p
,XC 90 3.2 238cv AWD 5p
,XC 90 4.4 V8 315cv AWD 5p
,XC 90 D-5 INSCRIPTION 2.0 235cv 5p
,XC 90 D-5 MOMENTUM 2.0 235cv 5p
,XC 90 T-6 FIRST EDITION 2.0 320cv 5p
,XC 90 T-6 INSCRIPTION 2.0 320CV 5p
,XC 90 T-6 MOMENTUM 2.0 320cv 5P
,XC 90 T-8 HÍBRIDO EXCELLENCE 2.0 5p
,XC 90 T-8 HÍBRIDO INSCRIPT 2.0 5p
,XC 90 T6 2.9 BI-TB 272cv AWD 5p
